gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Predicted,Churn_Probability,Risk_Segment,Retention_Offer,Priority_Score,Communication_Channel,Channel_Cost,Channel_Effectiveness,Channel_Score,Test_Group
0,0.0,1,0,-0.91096133,1,2,1,2,0,0,0,0,0,0,1,1,0.444973,-0.6696219,0,1,0.533,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.3,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,0,3,-0.6750782,-0.9877963,1,1,0.532,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.2,SMS,1.0,0.25,4,Treatment
0,0.0,1,1,-0.2594355,1,0,1,0,0,0,0,2,2,0,1,2,0.86540765,0.035266757,1,1,0.5322,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.2,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.2774446,1,0,0,0,0,2,0,0,0,0,0,3,-0.5022513,-0.98550063,1,1,0.5321,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.2,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.2594355,1,0,1,0,0,0,0,2,2,0,1,2,0.8803638,0.03085196,1,1,0.5322,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.2,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.21871513,1,2,1,0,2,0,0,0,0,0,1,2,0.55465156,-0.07057801,1,1,0.5315,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.2,Email,0.5,0.15,4,Treatment
0,0.0,1,1,-1.1145631,1,1,0,0,2,0,0,0,0,0,0,2,-1.1387196,-0.9336047,0,1,0.5325,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.2,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.1145631,1,0,1,0,0,0,0,0,2,0,1,3,0.46491456,-0.8191952,0,1,0.5325,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.2,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.1145631,1,0,1,0,0,0,0,0,0,0,1,3,0.22229218,-0.8433662,0,1,0.5318,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.2,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,2,0,0,1,3,0.5563134,-0.93565756,0,1,0.5311,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.1,Email,0.5,0.15,4,Control
0,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,0,0,0,0,2,0.13920234,-0.9545529,1,1,0.5312,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.1,SMS,1.0,0.25,4,Treatment
1,0.0,1,1,1.5322605,1,2,1,2,2,0,0,2,2,0,1,2,1.3722557,2.32754,0,1,0.5314,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.1,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.34087622,0,2,1,0,2,0,0,0,0,0,1,2,0.5230774,-0.08541173,0,1,0.5308,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.1,Email,0.5,0.15,4,Treatment
1,0.0,1,0,0.10704778,1,2,1,0,0,0,0,0,0,0,1,2,0.34692696,0.12992002,1,1,0.531,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.1,Email,0.5,0.15,4,Control
0,0.0,1,0,-0.66663915,1,2,1,0,0,0,0,0,2,0,0,1,0.68427175,-0.40031922,1,1,0.5312,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.1,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.1960039,1,2,1,0,0,0,0,0,0,0,0,2,0.3768393,-0.89369494,0,1,0.531,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.1,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.5851984,1,2,1,0,2,0,0,2,0,0,1,1,0.83881885,-0.333126,1,1,0.5295,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.0,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-0.3815966,0,0,1,0,0,0,0,2,2,0,1,2,0.853775,-0.07269711,0,1,0.5302,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.0,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.5851984,1,0,1,0,0,2,0,0,2,0,0,2,0.67097735,-0.37007788,0,1,0.5301,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.0,SMS,1.0,0.25,4,Control
1,0.0,1,0,1.0436162,0,1,0,0,2,2,0,0,2,0,1,2,-0.64682764,0.163031,1,1,0.5298,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.0,Email,0.5,0.15,4,Treatment
0,0.0,1,0,-0.78880024,0,0,1,0,0,0,0,0,0,0,1,2,0.17908546,-0.60269356,1,1,0.5295,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.0,Email,0.5,0.15,4,Control
0,0.0,0,0,-0.1372744,1,0,1,0,0,0,0,2,0,0,1,2,0.46989995,0.04513383,1,1,0.5304,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.0,Email,0.5,0.15,4,Treatment
1,0.0,0,1,-1.1145631,1,0,0,0,0,0,2,0,0,0,0,0,-0.53548723,-0.90358406,0,1,0.5289,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.9,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.91096133,1,1,0,0,0,0,0,0,2,0,0,2,-0.9991286,-0.8618201,1,1,0.5286,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.9,SMS,1.0,0.25,4,Control
0,0.0,0,0,-1.2774446,1,0,0,0,0,0,2,0,0,0,0,2,-0.46402997,-0.9849929,1,1,0.5291,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.9,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,3,-0.63685685,-0.98728865,0,1,0.5293,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.9,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-0.74807984,0,2,1,0,0,0,0,0,0,0,0,2,0.34360337,-0.5600466,0,1,0.5278,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.8,SMS,1.0,0.25,3,Treatment
1,0.0,0,0,-1.0331224,1,0,1,0,0,0,0,0,0,0,1,2,0.1591439,-0.77725464,0,1,0.5274,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.7,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.3815966,1,2,1,0,2,0,0,0,0,0,0,2,0.47820893,-0.26708063,1,1,0.5268,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.7,SMS,1.0,0.25,4,Treatment
1,0.0,1,0,-1.0331224,1,0,1,0,0,0,0,0,0,0,1,2,0.15249671,-0.8082686,1,1,0.5274,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.7,Email,0.5,0.15,4,Treatment
1,0.0,0,1,-1.1960039,1,0,1,0,0,0,0,0,0,0,0,2,0.1624675,-0.9102504,1,1,0.5268,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.7,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,-0.7073595,1,2,1,0,0,2,2,0,0,0,1,2,0.6078291,-0.45190614,1,1,0.5271,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.7,Email,0.5,0.15,4,Control
1,0.0,0,0,-0.91096133,1,0,1,0,2,0,0,0,0,0,1,2,0.2688225,-0.70339507,1,1,0.5259,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.6,Email,0.5,0.15,4,Treatment
1,0.0,0,1,-0.78880024,1,0,1,0,0,0,0,2,0,0,1,1,0.44995838,-0.55095214,0,1,0.5255,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.6,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.66663915,1,0,1,0,0,0,0,0,2,0,1,2,0.46491456,-0.46958742,0,1,0.5254,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.5,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2774446,0,0,2,1,1,1,1,1,1,0,1,2,-1.5259182,-0.99909824,0,1,0.525,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.5,Email,0.5,0.15,4,Control
1,0.0,1,0,-0.4630373,1,2,1,0,2,2,2,2,2,0,0,2,1.5434208,0.015532614,1,1,0.5249,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.5,SMS,1.0,0.25,4,Control
1,0.0,0,0,-0.8702409,1,0,1,0,0,2,0,0,2,0,1,2,0.66599196,-0.61505497,0,1,0.5253,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.5,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-1.1552835,0,0,1,0,0,2,2,0,0,0,0,3,0.52640104,-0.86652184,1,1,0.5247,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.5,SMS,1.0,0.25,3,Treatment
0,0.0,1,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,1,3,-1.4594464,-0.99821526,1,1,0.5252,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.5,Email,0.5,0.15,4,Treatment
1,0.0,1,1,-1.1960039,1,0,0,0,0,2,0,0,0,0,1,2,-0.48563334,-0.9331853,1,1,0.5251,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.5,Email,0.5,0.15,4,Treatment
0,0.0,1,0,0.799294,1,2,1,0,2,2,0,2,2,0,1,2,1.3390198,1.4758372,1,1,0.5246,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.5,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2367243,1,1,0,0,0,0,0,0,0,0,1,2,-1.3381352,-0.98693544,0,1,0.5236,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.4,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.05583367,1,2,1,0,2,0,0,0,0,0,1,2,0.54468083,0.15832923,0,1,0.5245,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.4,Email,0.5,0.15,4,Treatment
1,0.0,0,0,1.0436162,1,2,1,0,0,2,2,2,2,1,0,2,1.3257254,1.7384074,1,1,0.5235,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.4,SMS,1.0,0.25,4,Treatment
1,0.0,1,1,-0.9516817,1,0,1,0,0,2,2,2,2,0,1,2,1.2742097,-0.5789861,0,1,0.5226,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.3,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.34087622,1,2,1,0,0,2,0,2,0,0,1,1,0.80392116,-0.092342965,0,1,0.5233,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.3,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.78880024,1,0,1,0,0,0,0,0,0,0,0,2,0.17908546,-0.59607136,0,1,0.522,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.2,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.2367243,1,0,0,0,0,0,0,0,0,0,1,2,-0.63851863,-0.97015923,0,1,0.522,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.2,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2774446,1,0,0,2,2,0,0,0,0,0,0,2,-0.32776263,-0.98318285,1,1,0.5225,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.2,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.09655403,1,2,1,0,2,2,0,2,2,0,0,2,1.3074456,0.37048233,0,1,0.5215,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.2,SMS,1.0,0.25,4,Control
0,0.0,1,1,-0.62591875,0,2,1,2,0,2,0,2,0,0,1,2,0.985057,-0.29787385,1,1,0.522,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.2,Email,0.5,0.15,4,Treatment
1,0.0,1,0,0.799294,1,2,1,2,0,2,0,2,2,0,1,2,1.3107692,1.4508936,1,1,0.5208,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.1,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2367243,1,1,0,0,0,0,0,0,0,0,1,2,-1.3431206,-0.9889442,1,1,0.5209,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.1,Email,0.5,0.15,4,Treatment
1,0.0,1,1,0.35136998,1,2,1,0,0,2,2,2,2,1,0,2,1.2575917,0.8526886,1,1,0.5212,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.1,SMS,1.0,0.25,4,Treatment
1,0.0,1,1,-0.4630373,1,2,0,2,2,0,2,2,0,1,1,3,0.42336962,-0.29001552,1,1,0.5204,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.0,Email,0.5,0.15,4,Control
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,2,0,0,0,1,3,0.3170146,-0.97461814,0,1,0.5203,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.0,Email,0.5,0.15,4,Treatment
0,0.0,0,1,-0.8295206,1,2,1,0,0,0,0,0,0,0,1,2,0.3934573,-0.6131787,0,1,0.5205,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.0,Email,0.5,0.15,4,Treatment
0,0.0,1,1,-0.015113308,1,2,1,0,2,0,0,2,2,0,0,2,1.132957,0.35657573,0,1,0.5195,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.0,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,-1.2367243,1,0,1,2,0,0,0,0,0,0,0,2,0.32033822,-0.94587785,1,1,0.5203,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,52.0,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,0.59569216,1,2,1,0,2,2,0,2,2,0,1,2,1.3838882,1.2564659,1,1,0.5189,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.9,Email,0.5,0.15,4,Control
1,0.0,0,0,-1.2367243,1,0,0,0,0,0,0,0,0,0,1,3,-0.6567984,-0.9648394,1,1,0.5193,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.9,Email,0.5,0.15,4,Treatment
0,0.0,0,0,0.10704778,1,2,1,0,0,0,0,2,0,0,1,2,0.7208313,0.3298662,1,1,0.519,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.9,Email,0.5,0.15,4,Treatment
0,0.0,0,0,0.59569216,1,2,1,0,2,2,0,2,2,0,0,2,1.3822265,1.1333593,0,1,0.5189,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.9,SMS,1.0,0.25,4,Control
0,0.0,1,0,0.066327415,1,2,1,0,2,2,0,0,2,0,1,2,0.9800716,0.41306305,1,1,0.5189,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.9,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.54447806,0,0,1,2,2,0,2,2,2,0,1,3,1.337358,-0.12125988,0,1,0.5186,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.9,Email,0.5,0.15,4,Control
0,0.0,1,0,0.22920887,1,2,1,0,0,2,2,2,2,0,1,2,1.337358,0.77015394,1,1,0.5191,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.9,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.1552835,1,0,1,0,2,0,0,0,0,0,0,0,0.39511907,-0.86014247,1,1,0.5192,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.9,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,0.799294,1,2,1,0,2,2,0,2,2,0,0,2,1.2725478,1.3610305,0,1,0.5184,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.8,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,-0.5851984,1,2,1,0,0,0,2,2,2,0,1,0,1.1628693,-0.19675292,1,1,0.5184,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.8,Email,0.5,0.15,4,Control
0,0.0,0,0,-1.1960039,1,0,1,0,0,0,0,2,0,0,1,2,0.5230774,-0.90484226,0,1,0.5171,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.7,Email,0.5,0.15,4,Control
1,0.0,1,0,-0.66663915,1,2,1,0,0,0,0,2,0,0,1,1,0.67430097,-0.39325556,0,1,0.5169,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.7,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-0.7073595,1,2,1,0,0,0,0,0,2,0,0,0,0.69258076,-0.41338703,1,1,0.5172,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.7,SMS,1.0,0.25,4,Control
0,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,2,-1.5059767,-0.9988333,1,1,0.5171,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.7,SMS,1.0,0.25,4,Treatment
1,0.0,0,1,0.22920887,1,2,1,0,0,2,0,2,2,0,1,0,1.1462513,0.6601151,1,1,0.5175,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.7,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.8295206,1,0,1,0,0,0,0,0,2,0,1,0,0.5047977,-0.5467801,0,1,0.5173,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.7,Email,0.5,0.15,4,Control
1,0.0,1,0,-0.8702409,1,0,1,0,0,0,0,0,0,0,0,2,0.18074726,-0.63891697,0,1,0.5167,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.7,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,0.066327415,1,2,1,0,0,2,0,2,2,0,1,2,1.1861345,0.50007874,0,1,0.5175,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.7,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-0.1372744,1,2,1,0,0,0,2,0,0,0,0,2,0.48319432,0.058554813,0,1,0.5158,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.6,SMS,1.0,0.25,4,Control
0,0.0,0,0,-0.74807984,1,1,0,0,0,0,0,2,2,0,0,2,-0.6119299,-0.7104367,0,1,0.5163,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.6,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,0.025607055,1,2,1,0,2,2,0,2,2,0,1,2,1.3174164,0.49784923,1,1,0.5164,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.6,Email,0.5,0.15,4,Control
1,0.0,0,0,-0.3815966,1,2,1,0,0,2,0,0,0,0,1,2,0.53969544,-0.16105929,1,1,0.5154,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.5,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.1552835,1,2,1,2,0,0,0,0,0,0,1,2,0.5097831,-0.8590167,0,1,0.5147,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.5,Email,0.5,0.15,4,Control
0,0.0,1,0,-0.66663915,1,0,1,0,2,0,0,2,2,0,1,0,0.993366,-0.36235198,0,1,0.5147,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.5,Email,0.5,0.15,4,Treatment
1,0.0,0,0,1.4100994,1,2,1,2,2,2,2,2,2,2,1,1,1.7096004,2.4150634,1,1,0.515,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.5,Email,0.5,0.15,4,Treatment
1,0.0,1,1,-0.09655403,1,2,1,0,0,0,0,2,0,0,0,2,0.68759537,0.100671984,0,1,0.5147,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.5,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,-0.54447806,1,2,1,0,2,0,0,0,2,0,0,2,0.80890656,-0.29186973,0,1,0.5153,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.5,SMS,1.0,0.25,4,Control
1,0.0,0,1,-0.21871513,1,2,1,0,0,0,2,0,0,0,1,2,0.4898415,-0.044751447,1,1,0.5153,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.5,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.78880024,0,0,1,0,0,2,0,2,2,0,1,2,1.066485,-0.4619498,0,1,0.5151,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.5,Email,0.5,0.15,4,Control
1,0.0,0,0,-1.2774446,1,2,0,0,0,0,0,0,0,0,1,1,-0.4972659,-0.9854344,0,1,0.5148,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.5,Email,0.5,0.15,4,Treatment
0,0.0,1,0,-1.1145631,1,0,1,0,0,0,0,0,0,0,0,2,0.13920234,-0.85223997,0,1,0.515,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.5,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.78880024,1,2,1,2,0,0,0,0,0,0,0,1,0.5064595,-0.5529829,0,1,0.5135,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.4,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.8702409,1,2,1,2,0,0,0,0,0,0,1,0,0.47322354,-0.59715295,0,1,0.5143,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.4,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.2774446,0,0,1,0,0,0,2,0,0,0,1,2,0.330309,-0.9744416,0,1,0.5139,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.4,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.0331224,1,0,1,0,0,0,0,0,0,0,1,0,0.16911468,-0.77985936,0,1,0.5138,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.4,Email,0.5,0.15,4,Treatment
0,0.0,0,0,0.10704778,1,2,1,2,0,0,0,2,2,0,1,2,1.1396041,0.5618638,0,1,0.5143,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.4,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.8702409,1,2,1,0,2,2,2,2,2,0,1,2,1.550068,-0.48512748,0,1,0.5142,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.4,Email,0.5,0.15,4,Control
1,0.0,0,1,-0.42231694,1,0,1,0,2,2,0,2,0,0,1,2,0.81887734,-0.12379839,1,1,0.5129,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.3,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.992402,1,2,0,0,0,0,0,2,0,0,1,2,-0.18318628,-0.81467,0,1,0.513,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.3,Email,0.5,0.15,4,Control
1,0.0,0,0,-0.7073595,1,2,0,0,0,0,0,0,0,0,0,2,-0.5238547,-0.6766414,0,1,0.5115,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.2,SMS,1.0,0.25,4,Treatment
0,0.0,1,1,-1.1960039,1,2,0,0,2,2,0,2,0,0,0,0,0.14584953,-0.90367234,0,1,0.5123,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.2,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,1,3,-1.4677553,-0.99832565,0,1,0.5123,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.2,Email,0.5,0.15,4,Treatment
1,0.0,0,1,-0.30015585,0,0,1,0,2,0,0,2,2,0,1,2,1.0349109,0.07365342,1,1,0.5115,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.2,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.91096133,1,2,1,0,0,0,0,0,0,0,1,3,0.36520672,-0.6642579,0,1,0.5118,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.2,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-1.1960039,1,1,0,0,0,0,0,0,0,0,1,3,-1.3215172,-0.97287434,0,1,0.5122,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.2,Email,0.5,0.15,4,Control
1,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,1,3,-1.4677553,-0.99832565,1,1,0.5123,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.2,Email,0.5,0.15,4,Treatment
0,0.0,1,1,-0.78880024,1,0,1,0,0,0,0,2,2,0,1,2,0.7839796,-0.46757868,1,1,0.5118,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.2,Email,0.5,0.15,4,Treatment
1,0.0,1,1,-0.8702409,1,0,1,0,0,0,0,2,0,0,1,0,0.4898415,-0.62399495,1,1,0.5124,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.2,Email,0.5,0.15,4,Control
1,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,1,3,-1.471079,-0.99836975,1,1,0.5123,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.2,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2774446,1,2,0,0,0,0,0,0,0,0,1,0,-0.4922805,-0.9853682,1,1,0.5109,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.1,Email,0.5,0.15,4,Treatment
0,0.0,0,0,0.71785325,1,2,1,0,0,2,2,2,2,0,0,2,1.3356962,1.2981416,0,1,0.5108,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.1,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.2774446,1,1,0,0,2,0,0,0,0,0,1,0,-1.1569993,-0.9941978,1,1,0.5113,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.1,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2367243,1,0,0,0,0,2,2,2,2,0,1,2,0.3868101,-0.93643016,1,1,0.5112,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.1,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-1.1552835,1,0,1,0,0,0,0,0,0,0,0,2,0.19071804,-0.8775368,0,1,0.5109,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.1,SMS,1.0,0.25,4,Treatment
1,0.0,1,0,0.18848851,1,2,1,0,0,0,0,2,0,0,1,2,0.6959043,0.3925784,1,1,0.51,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.0,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.21871513,1,2,1,0,0,2,0,0,0,0,0,2,0.44164938,-0.064640105,1,1,0.5099,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.0,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-0.54447806,1,1,0,0,0,2,0,2,0,0,0,2,-0.8346107,-0.6836609,1,1,0.5103,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,51.0,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.42231694,1,1,0,0,0,2,0,2,2,0,1,2,-0.47067717,-0.5335799,0,1,0.5088,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,50.9,Email,0.5,0.15,4,Control
1,0.0,0,0,-1.1552835,1,1,0,0,0,0,2,0,2,0,0,2,-0.8213163,-0.9357017,0,1,0.5091,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,50.9,SMS,1.0,0.25,4,Treatment
